id,version,address,bathroom,bedroom,city,finished_sq_ft,last_sold_date,last_sold_price,latitude,longitude,lot_size_sq_ft,state,tax_assesment,tax_assesment_year,total_room,use_code,year_built,zest_amt,zest_high,zest_low,zest_value_change,zipcode,zpid
77,0,"598 Cedarville Ln",3.5,3,"San Jose",1809,10/27/2011,12500000,37.376877,-121.852245,1809,CA,340000,2012,8,Townhouse,2008,668866,722375,615357,7958,95133,89473302
78,0,"3980 Ellmar Oaks Dr",1,1,"San Jose",0,0,0,37.273923,-121.845199,0,CA,0,0,0,Apartment,1986,0,0,0,0,95136,2116677877
79,0,"383 Vista Roma Way",0,0,"San Jose",0,0,0,37.275892,-121.849219,0,CA,0,0,0,Unknown,0,0,0,0,0,95136,2123824771
80,0,"181 Rawls Ct",1,1,"San Jose",122404,0,0,37.222808,-121.769256,122404,CA,0,0,0,Condominium,1993,275735,397058,220588,-743,95139,82957536
81,0,"7150 Calero Hills Ct",2,3,"San Jose",2059,01/31/1994,175000,37.225098,-121.773962,2059,CA,236793,2012,6,Condominium,1976,460198,492412,418780,2592,95139,19842042
82,0,"192 Sunwood Meadows Pl",2,2,"San Jose",1200,0,0,37.227845,-121.772965,1200,CA,154912,2012,6,Condominium,1985,347162,371463,322861,-334,95119,19841612
83,0,"155 Hollis Ave",1,1,Campbell,12500,05/27/2005,1513500,37.277302,-121.952664,12500,CA,1500000,2012,0,MultiFamily2To4,1968,817506,899257,752106,28899,95008,82949426
84,0,"200 Hollis Ave",1,2,Campbell,85378,0,0,37.276733,-121.953233,85378,CA,8702018,2012,0,Apartment,1970,0,0,0,0,95008,82953335
85,0,"240 Hollis Ave",0,0,Campbell,51836,02/12/2009,2350000,37.276757,-121.954546,51836,CA,5067336,2012,0,MultiFamily2To4,1969,5434165,7879539,4075624,-241314,95008,82952148
86,0,"710 Nido Dr",1,1,Campbell,169448,06/28/2013,27600000,37.277104,-121.951504,169448,CA,3003075,2012,0,MultiFamily2To4,1972,3003074,4594703,2072121,-1,95008,82948761
87,0,"401 Rogell Ct",5,7,"San Mateo",6080,12/14/1999,594000,37.579628,-122.322284,6080,CA,741382,2013,16,MultiFamily2To4,1960,1362839,1540008,1158413,4490,94401,82960131
88,0,"420 N Bayshore Blvd",1,0,"San Mateo",27090,0,0,37.580272,-122.323116,27090,CA,2218681,2013,100,MultiFamily2To4,1964,731888,966092,468408,-16209,94401,82950902
89,0,"1000 E Poplar Ave",7,120,"San Mateo",93654,0,0,37.578825,-122.32544,93654,CA,12000000,2013,270,MultiFamily2To4,1963,1712665,2312098,1164612,49528,94401,82948780
90,0,"2015 Parrott Dr APT 11",1,13,"San Mateo",17424,07/07/2010,2575000,37.52176,-122.336067,17424,CA,2679030,2013,35,MultiFamily2To4,1977,3208443,3625541,2791345,13101,94402,82962143
91,0,"2007 Parrott Dr",5.5,6,"San Mateo",8360,06/15/2004,1350000,37.521981,-122.33668,8360,CA,1558693,2013,13,Triplex,1976,2098890,2350757,1805045,60170,94402,15542163
92,0,"2011 Parrott Dr",5,8,"San Mateo",8360,07/27/2012,1220000,37.521872,-122.336327,8360,CA,1220000,2013,17,Quadruplex,1977,2164696,2467753,1883286,68405,94402,15542165
93,0,"1700 De Anza Blvd",2,2,"San Mateo",153456,02/09/2007,787112,37.523111,-122.330572,153456,CA,502000,2013,4,Condominium,1991,550632,594683,506581,2446,94403,79844344
94,0,"3421 Edison St",1,1,"San Mateo",0,0,0,37.53468,-122.29968,0,CA,0,0,0,Apartment,0,0,0,0,0,94403,2125635817
95,0,"2831 Flores St",1,1,"San Mateo",38456,0,0,37.540051,-122.304405,38456,CA,1268906,2013,133,Apartment,1960,0,0,0,0,94403,82947923
96,0,"62 E Court Ln",2.5,3,"Foster City",920,08/30/1988,230000,37.559195,-122.273083,920,CA,359625,2013,7,SingleFamily,1988,733931,770628,675217,-506,94404,15616720
97,0,"3555 Lincoln Ave",1,1,Oakland,36800,11/15/2001,2650000,37.801012,-122.213772,36800,CA,3157451,2013,112,MultiFamily2To4,1960,3771972,4564086,2904418,17047,94602,82834683
98,0,"2000 Damuth St APT 5",2,2,Oakland,0,05/20/2013,825000,37.80285,-122.214977,0,CA,0,0,0,Apartment,0,0,0,0,0,94602,2121714469
99,0,"3701 Fruitvale Ave",7,8,Oakland,7000,08/22/2003,730000,37.802877,-122.215509,7000,CA,630000,2013,22,MultiFamily2To4,1959,1096381,1282766,909996,1097,94602,82847508
100,0,"3720 Fruitvale Ave",1,2,Oakland,9375,12/16/2005,2600000,37.803028,-122.214727,9375,CA,2160000,2013,84,Apartment,1961,0,0,0,0,94602,82846042
101,0,"1441 45th Ave",1,1,Oakland,0,0,0,37.771781,-122.212715,0,CA,0,0,0,MultiFamily2To4,1954,192091,240114,136385,11377,94601,2115430169
102,0,"4016 E 16th St",1,3,Oakland,3484,07/12/2012,165000,37.775032,-122.216251,3484,CA,165000,2013,6,MultiFamily2To4,1910,250855,285975,215735,-543,94601,24780170
103,0,"4237 Foothill Blvd",12,12,Oakland,13590,03/27/2012,665500,37.774768,-122.21265,13590,CA,672486,2013,0,MultiFamily2To4,1948,1361746,1688565,1007692,6708,94601,82850458
104,0,"437 Hale Ave",4,8,Oakland,5000,02/28/2011,240000,37.733034,-122.181064,5000,CA,249695,2013,14,Quadruplex,1965,530802,610422,424642,15844,94603,24803413
105,0,"555 98th Ave",2,2,Oakland,69623,01/30/2008,2000000,37.735922,-122.184209,69623,CA,5818487,2013,302,Apartment,2009,0,0,0,0,94603,94687871
106,0,"716 Nevada St",1,2,Oakland,5090,03/16/2012,238000,37.737666,-122.18284,5090,CA,242352,2013,16,Townhouse,1964,382661,424754,332915,8765,94603,24801089
107,0,"10410 Foothill Blvd",1,1,Oakland,33750,10/26/2004,2700000,37.745303,-122.15074,33750,CA,2630000,2013,121,Townhouse,1920,2681795,2976792,1421351,14852,94605,82839819
108,0,"9410 Macarthur Blvd",1,1,Oakland,14488,02/22/1990,500000,37.752811,-122.159974,14488,CA,958182,2013,59,Townhouse,1993,684764,773783,582049,4737,94605,82837464
109,0,"9825 Macarthur Blvd",1,1,Oakland,5000,07/06/2012,497500,37.749075,-122.158694,5000,CA,247800,2013,17,Condominium,1957,591991,680790,491353,3,94605,82840033
110,0,"1125 E 18th St",44,52,Oakland,15000,0,0,37.793418,-122.245013,15000,CA,1921197,2013,88,MultiFamily2To4,1960,1914395,3043888,1167781,4470,94606,82831014
111,0,"1730 11th Ave",1,2,Oakland,0,0,0,37.793518,-122.245712,0,CA,0,0,0,Townhouse,0,227802,280196,170851,-1757,94606,2110151878
112,0,"1925 10th Ave",1,2,Oakland,10100,0,0,37.795837,-122.244948,10100,CA,1600000,2013,78,Apartment,1961,0,0,0,0,94606,82851013
113,0,"926 E 17th St",1,2,Oakland,7500,0,0,37.794606,-122.247052,7500,CA,845265,2013,41,Townhouse,1930,755186,868464,596597,1749,94606,82778042
114,0,"934 Wood St",3,4,Oakland,1988,01/25/2007,595000,37.810089,-122.3001,1988,CA,197675,2013,10,Duplex,1885,460869,511565,419391,6821,94607,24740492
115,0,"1105 Wood St",3.5,6,Oakland,2563,11/04/2009,175000,37.811393,-122.299666,2563,CA,183440,2013,10,Duplex,1893,370173,407190,333156,15777,94607,24740590
116,0,"1741 12th St",0,0,Oakland,0,0,0,37.811411,-122.298548,0,CA,0,0,0,MultiFamily2To4,0,352943,402355,310590,3024,94607,2144406842
117,0,"3600 Lakeshore Ave",17,13,Oakland,12800,0,0,37.812699,-122.240559,12800,CA,870693,2013,0,MultiFamily2To4,1922,2790832,3962981,1786132,-3398,94610,82846464
118,0,"3614 Balfour Ave",3,3,Oakland,8624,12/28/1995,311000,37.812165,-122.23975,8624,CA,419547,2013,7,SingleFamily,1915,1143884,1292589,1018057,4469,94610,24746585
119,0,"840 Erie St",4,4,Oakland,5000,0,0,37.812677,-122.242317,5000,CA,103733,2013,16,Quadruplex,1925,1129452,1264986,948740,-7929,94610,24745462
120,0,"841 Erie St",1,1,Oakland,5000,07/07/2000,575000,37.812966,-122.242735,5000,CA,703581,2013,0,Apartment,1924,0,0,0,0,94610,82843726
121,0,"687 Macarthur Blvd",5,4,Oakland,4235,06/17/1996,147000,37.807917,-122.242929,4235,CA,198037,2013,14,MultiFamily2To4,1938,1129334,1264854,993814,23690,94610,82850089
122,0,"2040 Arrowhead Dr",1,1,Oakland,7474,0,0,37.837061,-122.191509,7474,CA,336089,2013,7,MultiFamily2To4,1981,497065,551742,432447,12397,94611,24815691
123,0,"461 24th St",16,0,Oakland,3955,12/31/2013,1250000,37.813424,-122.267082,3955,CA,1070267,2013,32,MultiFamily2To4,1961,1234944,1407836,1074401,4661,94612,82850266
124,0,"5410 Broadway",30,30,Oakland,10000,0,0,37.839307,-122.24896,10000,CA,637542,2013,90,MultiFamily2To4,1962,1782599,2032163,1515209,-9648,94618,111398280
125,0,"5390 Broadway",24,27,Oakland,10000,0,0,37.838914,-122.249206,10000,CA,461925,2013,0,MultiFamily2To4,1959,1781401,2084239,1496377,-7803,94618,82846177
126,0,"4614 Rockingham Ct",5,7,OAKLAND,31442,09/10/2001,750000,37.785786,-122.164348,31442,CA,2500000,2013,15,SingleFamily,2005,3082652,3514223,2620254,15392,94619,24787260
127,0,"8039 Greenridge Dr",4,8,Oakland,9090,11/02/1998,295000,37.773286,-122.15332,9090,CA,375551,2013,16,Quadruplex,1962,788381,922406,630705,5991,94605,24794895
128,0,"8025 Greenridge Dr",6,8,Oakland,30000,0,0,37.773506,-122.154058,30000,CA,436022,2013,20,MultiFamily2To4,1967,1317520,1699601,1027666,-73801,94605,82833865
129,0,"8061 Greenridge Dr",1,2,Oakland,9000,03/16/2007,775000,37.772993,-122.152575,9000,CA,580000,2013,16,Quadruplex,1961,362164,467192,271623,8381,94605,24794899
130,0,"6101 Shelter Creek Ln",1,1,"San Bruno",675,08/03/1990,17500,37.63035,-122.42866,675,CA,170235,2013,3,Condominium,1972,269587,288458,248020,1767,94066,15624226
131,0,"4250 Shelter Creek Ln",1,99,"San Bruno",1679615,03/01/2001,163000,37.63035,-122.42866,1679615,CA,150000,2013,0,Condominium,1972,227069,245235,213445,-2113,94066,15624002
132,0,"2255 Shelter Creek Ln",1,1,"San Bruno",1679615,12/12/1991,118000,37.63035,-122.42866,1679615,CA,168693,2013,3,Condominium,1972,266922,293614,218876,1012,94066,15623684
133,0,"6401 Ashley St",3,3,Felton,9147,11/17/2006,665000,37.053742,-122.077047,9147,CA,379050,2012,9,SingleFamily,1976,629762,673845,585679,-2253,95018,16150067
134,0,"6390 Highway 9 APT 1",6,7,Felton,21344,0,0,37.05421,-122.073341,21344,CA,0,0,0,SingleFamily,1952,716033,801957,622949,-14771,95018,2122279442
135,0,"824 Western Dr",3.5,5,"Santa Cruz",2744,04/10/1998,436000,36.971671,-122.058001,2744,CA,564378,2012,10,SingleFamily,1998,902727,1011054,803427,-9164,95060,16102617
136,0,"1550 Lewis St APT C",1,2,"Santa Clara",0,0,0,37.350997,-121.952903,0,CA,0,0,0,MultiFamily2To4,0,486865,642662,360280,0,95050,2108653949
137,0,"1355 Jefferson St",0,0,"Santa Clara",8360,0,0,37.351058,-121.95196,8360,CA,148401,2012,0,MultiFamily2To4,1957,1418547,1617144,1248321,25846,95050,82960463
138,0,"150 Torrey Pine Ter",2,2,"Santa Cruz",697,06/18/1998,157000,36.972524,-122.049728,697,CA,199588,2012,6,Condominium,1979,373678,392362,347521,-2830,95060,16102143
139,0,"100 Acorn Ct",2,2,"Scotts Valley",0,0,0,37.047504,-122.021171,0,CA,0,0,0,Apartment,0,0,0,0,0,95066,2116993683
140,0,"144 La Cuesta Dr",2,3,"Scotts Valley",8886,02/10/2000,350000,37.03759,-122.023636,8886,CA,395500,2012,6,SingleFamily,1961,572503,624028,532428,-3408,95066,16151157
141,0,"37315 Sequoia Rd",2,2,Fremont,0,10/19/2007,367500,37.563284,-122.002348,0,CA,170000,2013,4,MultiFamily2To4,1985,409055,499047,343606,15625,94536,79533592
142,0,"37359 Sequoia Rd",1,2,Fremont,0,04/06/2006,380000,37.563184,-122.002319,0,CA,165000,2013,4,Condominium,1986,276631,304294,251734,22027,94536,79541747
143,0,"3346 Red Cedar Ter",1,0,Fremont,0,07/27/2006,239000,37.561981,-122.003387,0,CA,80000,2013,2,Condominium,1986,181263,219328,146823,3486,94536,79534007
144,0,"42010 Blacow Rd",96,64,Fremont,131096,0,0,37.524375,-121.959491,131096,CA,9728851,2013,0,MultiFamily2To4,1968,9694416,10373025,8046365,22646,94538,82847349
145,0,"187 Old Bernal Ave",0,0,Pleasanton,10459,0,0,37.658862,-121.878403,10459,CA,116670,2013,0,MultiFamily2To4,1951,1063156,1467155,818630,22819,94566,82848293
146,0,"4388 2nd St",6,6,Pleasanton,11250,0,0,37.660015,-121.871522,11250,CA,134916,2013,0,MultiFamily2To4,1947,1254098,1354426,1103606,10897,94566,82844738
147,0,"435 Bernal Ct",4,4,Pleasanton,8900,12/23/1999,252000,37.658842,-121.881349,8900,CA,314523,2013,12,Quadruplex,1946,941141,1025844,865850,-1350,94566,24931625
148,0,"7318 Joshua Cir",3,3,Pleasanton,4500,0,0,37.673628,-121.912962,4500,CA,283517,2013,5,SingleFamily,1986,642127,693497,603599,-525,94588,25066536
149,0,"828 Debra St",1.5,4,Livermore,6200,0,0,37.688259,-121.729173,6200,CA,122891,2013,7,SingleFamily,1972,530682,583750,482921,-4948,94550,24950520
150,0,"4601 Gerrilyn Way",2,2,Livermore,0,0,0,37.68107,-121.73779,0,CA,0,0,0,Apartment,0,0,0,0,0,94550,2124159072
151,0,"324 Commercial Ave",7,7,"South San Francisco",7000,03/13/1998,730000,37.653698,-122.411544,7000,CA,946569,2013,21,MultiFamily2To4,1978,1459061,1721692,1269383,-24525,94080,82948955
152,0,"323 California Ave",7,11,"South San Francisco",7000,0,0,37.658014,-122.410216,7000,CA,229922,2013,25,MultiFamily2To4,1963,1469048,1704096,1204619,-7431,94080,82955841
153,0,"619 Linden Ave # 1",7,14,"South San Francisco",7500,05/21/1999,687500,37.658813,-122.409225,7500,CA,875244,2013,28,MultiFamily2To4,1963,1528917,1911146,1192555,7216,94080,82952157
154,0,"2000 Bellas Artes Cir",1,1,"San Ramon",0,0,0,37.7665,-121.9232,0,CA,0,0,0,Apartment,2008,0,0,0,0,94582,2122897494
155,0,"514 Joree Ln",3,3,"San Ramon",0,10/22/2004,625000,37.766395,-121.908326,0,CA,483500,2013,7,MultiFamily2To4,2004,686710,741647,638640,47815,94582,67698874
156,0,"610 Joree Ln",2,2,"San Ramon",0,03/10/2008,485000,37.766591,-121.908176,0,CA,358000,2013,6,MultiFamily2To4,2004,624321,680510,574375,8824,94582,67705922
157,0,"1 Amberstone Ln",0,0,"San Ramon",0,0,0,37.764823,-121.905731,0,CA,0,0,0,Unknown,0,0,0,0,0,94582,2123503071
158,0,"245 Wilshire Ave",1.5,2,"Daly City",3300,02/06/2014,718000,37.706975,-122.4811,3300,CA,248502,2013,6,SingleFamily,1949,676228,716802,628892,5467,94015,15456837
159,0,"36 Finger Ave",4.5,5,"Redwood City",11369,02/06/2014,1450000,37.492842,-122.244552,11369,CA,1482000,2013,9,SingleFamily,1986,1471503,1765804,1177202,79957,94062,15563022
160,0,"205 Linden Ave",2,2,"San Bruno",2613,02/06/2014,680000,37.617609,-122.409905,2613,CA,179633,2013,5,SingleFamily,1950,569083,603228,529247,-6630,94066,15499333
161,0,"23 Mounds Rd",3,4,"San Mateo",9500,02/06/2014,1865000,37.56747,-122.333682,9500,CA,2279366,2013,10,SingleFamily,1949,1904880,2114417,1752490,-13275,94402,15522391
162,0,"1665 Wellesley Ave",3,4,"San Mateo",5749,02/06/2014,685000,37.561234,-122.295228,5749,CA,700000,2013,10,SingleFamily,1955,718113,833011,660664,-935,94403,15531147
163,0,"19 Tahoe Ct",2,4,"South San Francisco",5510,02/06/2014,760000,37.642784,-122.441521,5510,CA,89761,2013,6,SingleFamily,1959,687341,735455,625480,8308,94080,15486618
164,0,"2721 San Miguel Way",3,4,"San Carlos",13800,06/23/1970,20500,37.488903,-122.269601,13800,CA,167854,2013,8,SingleFamily,1959,1495587,1600278,1390896,-7747,94070,15557579
165,0,"100 Flying Cloud Isle",3,3,"Foster City",16233,02/04/2014,1360000,37.565178,-122.265353,16233,CA,329127,2013,7,SingleFamily,1963,1842676,2119077,1603128,-2603,94404,15610446
166,0,"921 Laguna Cir",3,4,"Foster City",5665,02/04/2014,1460000,37.544539,-122.2739,5665,CA,1326510,2013,8,SingleFamily,1969,1432702,1518664,1332413,2381,94404,15614127
167,0,"2111 Pullman Ave",2,4,Belmont,6098,02/04/2014,1200000,37.514915,-122.298033,6098,CA,768012,2013,6,SingleFamily,1956,987215,1115553,839133,6163,94002,15548971
168,0,"62 Mono St",1,2,Brisbane,3400,02/04/2014,250000,37.681438,-122.405255,3400,CA,49265,2013,4,SingleFamily,1939,473131,544101,416355,-1932,94005,15469352
169,0,"2804 Highgate Ave",2,3,Belmont,13620,02/03/2014,637500,37.522686,-122.309458,13620,CA,1093828,2013,7,SingleFamily,1964,1178912,1461851,860606,-54836,94002,15546164
170,0,"1604 Graystone Ln",2.5,2,"Daly City",1412719,02/03/2014,479000,37.70355,-122.444845,1412719,CA,299155,2013,4,Condominium,1985,489259,513722,464796,-2689,94014,15625253
171,0,"25 Bengloe Ln",2.5,3,Hillsborough,22200,01/31/2014,2328500,37.543755,-122.357557,22200,CA,1957026,2013,7,SingleFamily,1959,2179599,2332171,2005231,17203,94010,15534578
172,0,"865 Black Mountain Rd",5.5,7,Hillsborough,23522,01/31/2014,6500000,37.557262,-122.349951,23522,CA,3200000,2013,13,SingleFamily,1959,3825620,4322951,3443058,10024,94010,15520405
173,0,"207 Valencia Dr",2,4,Millbrae,9583,01/31/2014,1300000,37.587301,-122.405045,9583,CA,150266,2013,8,SingleFamily,1964,1049321,1143760,944389,17981,94030,15511019
174,0,"139 Gramercy Dr",2.75,3,Hillsborough,12384,01/31/2014,2800000,37.566012,-122.333895,12384,CA,1612122,2013,7,SingleFamily,1952,2707156,2923728,2436440,6846,94010,15522357
175,0,"868 Linda Vista St",2,3,"MOSS BEACH",5400,01/31/2014,726000,37.531333,-122.508887,5400,CA,306430,2013,6,SingleFamily,1973,729256,765719,692793,-3062,94038,15533623
176,0,"1172 Terra Nova Blvd",2,2,Pacifica,930,01/31/2014,419000,37.586253,-122.476554,930,CA,305532,2013,5,SingleFamily,1970,437488,468112,411239,-429,94044,15508350
177,0,"1356 Solano Dr",1,3,Pacifica,5662,01/31/2014,580000,37.58461,-122.489582,5662,CA,60156,2013,5,SingleFamily,1955,550996,584056,523446,1148,94044,15506482
178,0,"1287 Alicante Dr",3,4,Pacifica,5227,01/31/2014,585000,37.583692,-122.484563,5227,CA,310798,2013,8,SingleFamily,1960,660072,699676,627068,17959,94044,15507021
179,0,"329 Belmont Ave",1,2,"Redwood City",5100,01/31/2014,780000,37.453982,-122.224794,5100,CA,570000,2013,4,SingleFamily,1949,780537,827369,741510,16965,94061,15592719
180,0,"15 Winston Way",2,3,"Redwood City",9147,01/31/2014,1310000,37.45184,-122.225312,9147,CA,276186,2013,6,SingleFamily,1959,1020562,1122618,928711,11413,94061,15592931
181,0,"386 Coral Ridge Dr",2.5,4,Pacifica,4000,01/31/2014,720000,37.656935,-122.487466,4000,CA,337122,2013,7,SingleFamily,1966,727435,763807,691063,-7055,94044,15474854
182,0,"236 Edgewood Dr",2,4,Pacifica,6577,01/31/2014,740000,37.662524,-122.482522,6577,CA,647812,2013,6,SingleFamily,1963,720164,756172,684156,1373,94044,15478293
183,0,"903 Upton St",2,3,"Redwood City",6300,01/31/2014,605000,37.467982,-122.243068,6300,CA,82993,2013,5,SingleFamily,1952,840610,916265,790173,-11724,94061,15575438
184,0,"4256 Shelter Creek Ln",1,1,"San Bruno",1679615,01/31/2014,300000,37.63035,-122.42866,1679615,CA,230000,2013,3,Condominium,1972,310948,348262,289182,3500,94066,15624008
185,0,"111 Castleton Way",2,2,"San Bruno",5610,01/31/2014,785000,37.628572,-122.457397,5610,CA,104368,2013,5,SingleFamily,1963,694653,729386,639081,2114,94066,15492649
186,0,"243 Hillcrest Rd",1,2,"San Carlos",10585,01/31/2014,1058000,37.50548,-122.26976,10585,CA,460308,2013,4,SingleFamily,1926,818411,957541,712018,-1746,94070,15556699
187,0,"1021 S Idaho St",2.5,2,"San Mateo",1830,01/31/2014,864000,37.564802,-122.309337,1830,CA,474855,2013,5,SingleFamily,2012,786144,825451,731114,13695,94402,119689932
188,0,"654 Fathom Dr",2.5,3,"San Mateo",2080,01/31/2014,1065000,37.564586,-122.285931,2080,CA,840000,2013,6,SingleFamily,1977,935319,1010145,841787,5209,94404,15532311
